sub_mode,algo_mode,multi,div,classifier,p,r,f1,acc,baseline,date,tags,feats,feat_types,difficulties,size
pandas-no-outliers,categ,0,DivAll,RFT,0.47,0.47,0.47,0.47,0.23,2017/03/17 23:13:56,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,RFT,0.67,0.30,0.41,0.17,0.22,2017/03/24 11:39:42,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,SVM,0.41,0.69,0.52,0.06,0.22,2017/03/24 11:42:09,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,SVM,0.41,0.68,0.51,0.06,0.22,2017/03/24 11:43:14,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,1,DivAll,SVM,0.47,0.70,0.56,0.11,0.24,2017/03/24 11:45:30,data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.49,0.49,0.49,0.49,0.24,2017/03/24 11:46:26,data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.54,0.54,0.54,0.54,0.23,2017/03/24 11:48:31,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,categ,0,DivAll,RFT,0.55,0.55,0.55,0.55,0.23,2017/03/24 11:52:12,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,graph,0,DivAll,RFT,0.69,0.69,0.69,0.69,0.38,2017/03/24 11:53:12,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,maths,0,DivAll,RFT,0.68,0.68,0.68,0.68,0.29,2017/03/24 11:53:19,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,algos,0,DivAll,RFT,0.61,0.61,0.61,0.61,0.17,2017/03/24 11:53:35,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,RFT,0.91,0.91,0.91,0.91,0.74,2017/03/24 11:53:38,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,RFT,0.77,0.77,0.77,0.77,0.60,2017/03/24 11:55:33,brute force:dp,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,RFT,0.79,0.79,0.79,0.79,0.54,2017/03/24 11:56:34,dp:greedy,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats
pandas,pairs,0,DivAll,RFT,0.54,0.54,0.54,0.54,0.54,2017/03/24 12:01:46,dp:greedy,cyclo,cyclo
pandas,pairs,0,DivAll,RFT,0.79,0.79,0.79,0.79,0.54,2017/03/24 12:02:02,dp:greedy,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,RFT,0.56,0.56,0.56,0.56,0.24,2017/03/24 12:11:36,data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,RFT,0.58,0.58,0.58,0.58,0.26,2017/03/24 12:13:02,brute force:data structures:dp:graphs:greedy:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,1,DivAll,SVM,0.44,0.69,0.54,0.09,0.26,2017/03/24 12:16:23,brute force:data structures:dp:graphs:greedy:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,1,DivAll,SVM,0.42,0.69,0.52,0.06,0.22,2017/03/24 12:18:17,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,1,DivAll,DBT,0.46,0.48,0.47,0.14,0.22,2017/03/24 12:20:10,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,1,DivAll,SVM,0.42,0.69,0.52,0.06,0.22,2017/03/24 12:21:28,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,SVM,0.43,0.43,0.43,0.43,0.23,2017/03/24 12:22:34,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,ADA,0.48,0.48,0.48,0.48,0.23,2017/03/24 12:24:39,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,graph,0,DivAll,ADA,0.63,0.63,0.63,0.63,0.38,2017/03/24 12:24:47,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,maths,0,DivAll,ADA,0.58,0.58,0.58,0.58,0.29,2017/03/24 12:24:59,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,algos,0,DivAll,ADA,0.52,0.52,0.52,0.52,0.17,2017/03/24 12:25:28,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,pairs,0,DivAll,ADA,0.76,0.76,0.76,0.76,0.54,2017/03/24 12:25:38,dp:greedy,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,RFT,0.55,0.55,0.55,0.55,0.23,2017/03/24 12:30:10,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,graph,0,DivAll,RFT,0.69,0.69,0.69,0.69,0.38,2017/03/24 12:30:19,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,maths,0,DivAll,RFT,0.68,0.68,0.68,0.68,0.29,2017/03/24 12:30:34,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,algos,0,DivAll,RFT,0.61,0.61,0.61,0.61,0.17,2017/03/24 12:31:03,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,pairs,0,DivAll,RFT,0.79,0.79,0.79,0.79,0.54,2017/03/24 12:31:10,dp:greedy,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,RFT,0.55,0.55,0.55,0.55,0.23,2017/03/24 12:32:41,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,graph,0,DivAll,RFT,0.69,0.69,0.69,0.69,0.38,2017/03/24 12:32:50,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,maths,0,DivAll,RFT,0.68,0.68,0.68,0.68,0.29,2017/03/24 12:33:05,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,RFT,0.59,0.59,0.59,0.59,0.25,2017/03/24 12:40:53,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,graph,0,DivAll,RFT,0.68,0.68,0.68,0.68,0.38,2017/03/24 12:40:57,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,maths,0,DivAll,RFT,0.68,0.68,0.68,0.68,0.27,2017/03/24 12:41:04,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,algos,0,DivAll,RFT,0.61,0.61,0.61,0.61,0.17,2017/03/24 12:41:22,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,pairs,0,DivAll,RFT,0.80,0.80,0.80,0.80,0.64,2017/03/24 12:41:26,dp:greedy,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,pairs,0,DivAll,RFT,0.90,0.90,0.90,0.90,0.70,2017/03/24 12:44:08,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,RFT,0.59,0.59,0.59,0.59,0.25,2017/03/24 12:46:07,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,graph,0,DivAll,RFT,0.68,0.68,0.68,0.68,0.39,2017/03/24 12:46:11,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,maths,0,DivAll,RFT,0.68,0.68,0.68,0.68,0.27,2017/03/24 12:46:21,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,algos,0,DivAll,RFT,0.61,0.61,0.61,0.61,0.18,2017/03/24 12:46:39,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,pairs,0,DivAll,RFT,0.89,0.89,0.89,0.89,0.66,2017/03/24 12:46:42,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,RFT,0.54,0.54,0.54,0.54,0.23,2017/03/24 12:50:31,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs:cyclo,all_feats:cyclo
pandas,categ,0,DivAll,RFT,0.59,0.59,0.59,0.59,0.25,2017/03/24 12:52:26,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,C:D:E
pandas,graph,0,DivAll,RFT,0.69,0.69,0.69,0.69,0.38,2017/03/24 12:52:31,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,C:D:E
pandas,maths,0,DivAll,RFT,0.68,0.68,0.68,0.68,0.27,2017/03/24 12:52:40,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,C:D:E
pandas,algos,0,DivAll,RFT,0.61,0.61,0.61,0.61,0.17,2017/03/24 12:52:58,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,C:D:E
pandas,pairs,0,DivAll,RFT,0.89,0.89,0.89,0.89,0.66,2017/03/24 12:53:02,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,C:D:E
pandas,categ,0,DivAll,RFT,0.52,0.52,0.52,0.52,0.26,2017/03/24 12:53:55,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B:C
pandas,graph,0,DivAll,RFT,0.72,0.72,0.72,0.72,0.47,2017/03/24 12:53:58,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B:C
pandas,maths,0,DivAll,RFT,0.69,0.69,0.69,0.69,0.36,2017/03/24 12:54:04,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B:C
pandas,algos,0,DivAll,RFT,0.63,0.63,0.63,0.63,0.24,2017/03/24 12:54:14,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B:C
pandas,pairs,0,DivAll,RFT,0.92,0.92,0.92,0.92,0.82,2017/03/24 12:54:16,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B:C
pandas,categ,0,DivAll,RFT,0.52,0.52,0.52,0.52,0.25,2017/03/24 12:56:31,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B
pandas,graph,0,DivAll,RFT,0.72,0.72,0.72,0.72,0.49,2017/03/24 12:56:34,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B
pandas,maths,0,DivAll,RFT,0.72,0.72,0.72,0.72,0.34,2017/03/24 12:56:39,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B
pandas,algos,0,DivAll,RFT,0.66,0.66,0.66,0.66,0.22,2017/03/24 12:56:46,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B
pandas,pairs,0,DivAll,RFT,0.94,0.94,0.94,0.94,0.85,2017/03/24 12:56:48,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B
pandas-no-outliers,categ,0,DivAll,RFT,0.57,0.57,0.57,0.57,0.23,2017/03/24 12:59:45,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B:C:D:E
pandas-no-outliers,graph,0,DivAll,RFT,0.70,0.70,0.70,0.70,0.38,2017/03/24 12:59:51,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B:C:D:E
pandas-no-outliers,maths,0,DivAll,RFT,0.70,0.70,0.70,0.70,0.30,2017/03/24 13:00:01,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B:C:D:E
pandas-no-outliers,algos,0,DivAll,RFT,0.64,0.64,0.64,0.64,0.18,2017/03/24 13:00:19,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B:C:D:E
pandas-no-outliers,pairs,0,DivAll,RFT,0.92,0.92,0.92,0.92,0.74,2017/03/24 13:00:22,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B:C:D:E
pandas-no-outliers,pairs,0,DivAll,RFT,0.92,0.92,0.92,0.92,0.74,2017/03/24 13:00:58,graphs:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B:C:D:E
pandas-no-outliers,pairs,0,DivAll,RFT,0.78,0.78,0.78,0.78,0.60,2017/03/24 13:01:08,brute force:dp,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B:C:D:E
pandas-no-outliers,pairs,0,DivAll,RFT,0.81,0.81,0.81,0.81,0.53,2017/03/24 13:01:36,dp:greedy,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,A:B:C:D:E
pandas-no-outliers,categ,0,DivAll,RFT,0.61,0.61,0.61,0.61,0.24,2017/03/24 13:05:00,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,C:D:E
pandas,categ,0,DivAll,RFT,0.57,0.57,0.57,0.57,0.30,2017/03/24 17:44:38,brute force:data structures:dp:graphs:greedy:implementation:math,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,C
pandas,graph,0,DivAll,RFT,0.75,0.75,0.75,0.75,0.44,2017/03/24 17:44:41,dfs and similar:flows:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,C
pandas,maths,0,DivAll,RFT,0.68,0.68,0.68,0.68,0.38,2017/03/24 17:44:46,combinatorics:games:geometry:matrices:number theory:probabilities,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,C
pandas,algos,0,DivAll,RFT,0.64,0.64,0.64,0.64,0.26,2017/03/24 17:44:53,combinatorics:dfs and similar:flows:games:geometry:matrices:number theory:probabilities:shortest paths:trees,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,C
pandas,pairs,0,DivAll,RFT,0.78,0.78,0.78,0.78,0.53,2017/03/24 17:44:55,dp:greedy,single_loop:double_loop:triple_loop:if_loop:recursion:shift:or:and:int:double:float:string:char:vector:ll:point:arrays:declarations:variables:avg_params:functions:operations:plus:minus:times:divide:modulus:lines:ifs,all_feats,C
pandas,dp_gr,0,DivAll,RFT,0.79,0.79,0.79,0.79,0.53,2017/03/24 18:51:01,,,all_feats,A:B:C:D:E,15198
pd_out,dp_gr,0,DivAll,RFT,0.81,0.81,0.81,0.81,0.53,2017/03/24 18:51:04,,,all_feats,A:B:C:D:E,11886
